session_id,participant_id,condition,task_type,nback_enabled,plan_id,event_name,event_position,emit_trial_number,response_source,expected_response,cue_onset_ms,next_cue_onset_ms,response_onset_ms,response_rt_ms,first_response_onset_ms,first_response_rt_ms,correct_response_onset_ms,correct_response_rt_ms,first_response,first_response_correct,was_corrected,correction_time_ms,eventual_correct,response_sequence_complete,response_end_ms,full_cycle_ms,response_quality,response_quality_reason,cycle_quality,cycle_quality_reason,trial_quality,quality_reason,detector_version,first_wrist_direction,correct_wrist_direction,neutral_return_ms,neutral_return_completion_ms,lr_score_at_onset,ud_score_at_onset,old_lr_class_at_onset,old_ud_class_at_onset,offline_lr_class_at_onset,offline_ud_class_at_onset,online_gate_passed,old_lr_neutral_lower,old_lr_neutral_upper,old_lr_zero_in_neutral_region,old_ud_neutral_lower,old_ud_neutral_upper,old_ud_zero_in_neutral_region,offline_neutral_centered_gate_passed,lr_neutral_centered_sanity_passed,ud_neutral_centered_sanity_passed,pre_existing_response_at_cue,pinch_reference_quality_passed,pinch_reference_quality_reason,contact_reference_available,pre_cue_pinch_state,post_cue_target_state,baseline_pinch_distance,distance_to_open,distance_to_contact,distance_to_pinch,baseline_reference_position,entered_open_reference,entered_contact_reference,entered_pinch_reference,open_reference_onset_ms,contact_reference_onset_ms,pinch_reference_onset_ms,baseline_closure,baseline_closure_mad,baseline_stability,pinch_onset_ms,pinch_rt_ms,pinch_detected,peak_closure,peak_closure_delta,peak_time_ms,release_onset_ms,release_completion_ms,release_drop,release_detected,return_to_precue_baseline_ms,return_to_precue_baseline_completion_ms,returned_to_precue_baseline
12324076_exp2_001_05_motor_dual_plan4_20260819_215836,12324076,motor-only,dual,True,only-motor-4,slip,3,13,pinch,pinch_then_release,9864781.0,9880578.0,9866921.0,2140.0,9866921.0,2140.0,9866921.0,2140.0,pinch,True,False,,True,True,9868203.0,3422.0,clean,,complete,,clean,,pilot_v0.3,,,,,,,,,,,,,,,,,,,,,,True,,True,pinch,contact,0.06149601774098872,0.07056047630228049,0.003262793251836156,0.002540870048624383,1.5621954760155097,,True,,,9868046.0,9866921.0,0.9527329189143978,5.371327920455915e-05,5.371327920455915e-05,9866921.0,2140.0,True,1.224684381511733,0.27195146259733516,9867140.0,9867234.0,9867390.0,0.1204684713747115,True,9867921.0,9868078.0,True
12324076_exp2_001_05_motor_dual_plan4_20260819_215836,12324076,motor-only,dual,True,only-motor-4,down,4,20,wrist,down,9880578.0,9896296.0,9883062.0,2484.0,9883062.0,2484.0,9883062.0,2484.0,down,True,False,,True,,9884031.0,3453.0,clean,,complete,,clean,,pilot_v0.3,down,down,9883875.0,9884031.0,0.02961495302373518,-0.048751127480018724,neutral,neutral,neutral,neutral,True,-0.29116097738518515,0.10791886760563024,True,-0.23202777343384215,0.08943850484128021,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12324076_exp2_001_05_motor_dual_plan4_20260819_215836,12324076,motor-only,dual,True,only-motor-4,slip,5,27,pinch,pinch_then_release,9896296.0,9912390.0,9898734.0,2438.0,9898734.0,2438.0,9898734.0,2438.0,pinch,True,False,,False,False,9899125.0,2829.0,clean,,incomplete_contact_return,no_stable_contact_reference_return_before_next_cue,partial_no_contact_return,no_stable_contact_reference_return_before_next_cue,pilot_v0.3,,,,,,,,,,,,,,,,,,,,,,True,,True,pinch,contact,0.05448213681912856,0.07757435722414066,0.01027667417369632,0.004473010873235782,2.7707219805257886,,False,,,,9898734.0,1.0471625167718124,4.6360901886366435e-05,4.6360901886366435e-05,9898734.0,2438.0,True,1.2756444389321118,0.2284819221602994,9898875.0,9898968.0,9899125.0,0.14907648375548388,True,9899500.0,9899656.0,True
12324076_exp2_001_05_motor_dual_plan4_20260819_215836,12324076,motor-only,dual,True,only-motor-4,right,6,34,wrist,right,9912390.0,9926125.0,9914843.0,2453.0,9914843.0,2453.0,9914843.0,2453.0,right,True,False,,True,,9915531.0,3141.0,clean,,complete,,clean,,pilot_v0.3,right,right,9915375.0,9915531.0,0.01572520475121322,-0.10689938242038297,neutral,neutral,neutral,neutral,True,-0.29116097738518515,0.10791886760563024,True,-0.23202777343384215,0.08943850484128021,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12324076_exp2_001_05_motor_dual_plan4_20260819_215836,12324076,motor-only,dual,True,only-motor-4,release,7,40,pinch,contact_to_open,9926125.0,,9927312.0,1187.0,9927312.0,1187.0,9927312.0,1187.0,opening,True,False,,True,True,9927765.0,1640.0,clean,,complete,,clean,,pilot_v0.3,,,,,,,,,,,,,,,,,,,,,,True,,True,pinch,open,0.0525160793662284,0.07954041467704082,0.012242731626596476,0.006439068326135937,3.109483440506443,True,False,,9927593.0,,,,,7.4303984474513585e-06,,,,,,,,,,,,,
12324076_exp2_001_06_motor_dual_plan5_20260819_220251,12324076,motor-only,dual,True,only-motor-5,contact,1,1,pinch,open_to_contact,10040765.0,10053203.0,10041328.0,563.0,10041328.0,563.0,10041328.0,563.0,closing,True,False,,True,True,10041937.0,1172.0,clean,,complete,,clean,,pilot_v0.3,,,,,,,,,,,,,,,,,,,,,,True,,True,open,contact,0.13146441084187005,0.0005920832013991684,0.06670559984904517,0.0725092631495057,0.008797973043965873,False,True,,,10041781.0,,,,4.911693759451774e-05,,,,,,,,,,,,,
12324076_exp2_001_06_motor_dual_plan5_20260819_220251,12324076,motor-only,dual,True,only-motor-5,slip,2,6,pinch,pinch_then_release,10053203.0,10066796.0,10055031.0,1828.0,10055031.0,1828.0,10055031.0,1828.0,pinch,True,False,,True,True,10056250.0,3047.0,clean,,complete,,clean,,pilot_v0.3,,,,,,,,,,,,,,,,,,,,,,True,,True,contact,contact,0.07605811574053095,0.055998378302738266,0.011299304747706074,0.017102968048166613,0.8320996468892331,,True,,,10056093.0,10055031.0,0.7566798245752455,6.0152773623034506e-05,6.0152773623034506e-05,10055031.0,1828.0,True,1.1933698664910057,0.4366900419157602,10055296.0,10055421.0,10055578.0,0.0975356609921012,True,10056187.0,10056343.0,True
12324076_exp2_001_06_motor_dual_plan5_20260819_220251,12324076,motor-only,dual,True,only-motor-5,left,3,13,wrist,left,10066796.0,10082312.0,,,10069140.0,2344.0,,,right,False,False,,False,,,,contaminated,no_correct_wrist_action_before_next_cue,not_applicable,no_correct_wrist_action_before_next_cue,contaminated,no_correct_wrist_action_before_next_cue,pilot_v0.3,right,,,,0.057086493039888435,-0.08750621382399602,neutral,neutral,neutral,neutral,True,-0.29116097738518515,0.10791886760563024,True,-0.23202777343384215,0.08943850484128021,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12324076_exp2_001_06_motor_dual_plan5_20260819_220251,12324076,motor-only,dual,True,only-motor-5,up,4,20,wrist,up,10082312.0,10098140.0,,,10084531.0,2219.0,,,down,False,False,,False,,,,contaminated,no_correct_wrist_action_before_next_cue,not_applicable,no_correct_wrist_action_before_next_cue,contaminated,no_correct_wrist_action_before_next_cue,pilot_v0.3,down,,,,-0.010199407938211176,-0.15944534957984202,neutral,neutral,neutral,neutral,True,-0.29116097738518515,0.10791886760563024,True,-0.23202777343384215,0.08943850484128021,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12324076_exp2_001_06_motor_dual_plan5_20260819_220251,12324076,motor-only,dual,True,only-motor-5,down,5,27,wrist,down,10098140.0,10113890.0,10100437.0,2297.0,10100437.0,2297.0,10100437.0,2297.0,down,True,False,,True,,10101281.0,3141.0,clean,,complete,,clean,,pilot_v0.3,down,down,10101125.0,10101281.0,0.05495436611131503,-0.20568312579265094,neutral,neutral,neutral,neutral,True,-0.29116097738518515,0.10791886760563024,True,-0.23202777343384215,0.08943850484128021,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12324076_exp2_001_06_motor_dual_plan5_20260819_220251,12324076,motor-only,dual,True,only-motor-5,slip,6,34,pinch,pinch_then_release,10113890.0,10127031.0,10115906.0,2016.0,10115906.0,2016.0,10115906.0,2016.0,pinch,True,False,,True,True,10117234.0,3344.0,clean,,complete,,clean,,pilot_v0.3,,,,,,,,,,,,,,,,,,,,,,True,,True,pinch,contact,0.05716475449085738,0.07489173955241184,0.007594056501967497,0.0017903932015069582,2.3084936373488247,,True,,,10117078.0,10115906.0,1.011045777584378,0.00010407831908376686,0.00010407831908376686,10115906.0,2016.0,True,1.2727152918354474,0.26166951425106943,10116203.0,10116312.0,10116468.0,0.14164212467732185,True,10117000.0,10117156.0,True
12324076_exp2_001_06_motor_dual_plan5_20260819_220251,12324076,motor-only,dual,True,only-motor-5,release,7,40,pinch,contact_to_open,10127031.0,,10128265.0,1234.0,10128265.0,1234.0,10128265.0,1234.0,opening,True,False,,True,True,10128671.0,1640.0,clean,,complete,,clean,,pilot_v0.3,,,,,,,,,,,,,,,,,,,,,,True,,True,contact,open,0.06777122232554281,0.06428527171772641,0.003012411332717929,0.008816074633178468,0.9552375179029579,True,False,,10128515.0,,,,,1.4615384814689603e-06,,,,,,,,,,,,,
12324076_exp2_001_07_motor_dual_plan6_20260819_221111,12324076,motor-only,dual,True,only-motor-6,contact,1,1,pinch,open_to_contact,10535734.0,10547359.0,10536312.0,578.0,10536312.0,578.0,10536312.0,578.0,closing,True,False,,True,True,10536625.0,891.0,clean,,complete,,clean,,pilot_v0.3,,,,,,,,,,,,,,,,,,,,,,True,,True,open,contact,0.11375893037471826,0.021205923904572516,0.04960423645944924,0.08997641217331662,0.29947572206526346,False,True,,,10536468.0,,,,2.761324420175182e-06,,,,,,,,,,,,,
12324076_exp2_001_07_motor_dual_plan6_20260819_221111,12324076,motor-only,dual,True,only-motor-6,left,2,7,wrist,left,10547359.0,10561656.0,,,10549578.0,2219.0,,,right,False,False,,False,,,,contaminated,no_correct_wrist_action_before_next_cue,not_applicable,no_correct_wrist_action_before_next_cue,contaminated,no_correct_wrist_action_before_next_cue,pilot_v0.3,right,,,,0.0471237698126621,0.025868410064997086,neutral,neutral,neutral,neutral,True,-0.33718426868064144,0.07888451393669613,True,-0.24458647243822698,0.07036894488827541,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12324076_exp2_001_07_motor_dual_plan6_20260819_221111,12324076,motor-only,dual,True,only-motor-6,left,3,13,wrist,left,10561656.0,10577843.0,,,10563750.0,2094.0,,,right,False,False,,False,,,,contaminated,no_correct_wrist_action_before_next_cue,not_applicable,no_correct_wrist_action_before_next_cue,contaminated,no_correct_wrist_action_before_next_cue,pilot_v0.3,right,,,,-0.04388182116271385,-0.09537024969225821,neutral,neutral,neutral,neutral,True,-0.33718426868064144,0.07888451393669613,True,-0.24458647243822698,0.07036894488827541,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12324076_exp2_001_07_motor_dual_plan6_20260819_221111,12324076,motor-only,dual,True,only-motor-6,right,4,20,wrist,right,10577843.0,10594109.0,10580109.0,2266.0,10580109.0,2266.0,10580109.0,2266.0,right,True,False,,True,,10580953.0,3110.0,clean,,complete,,clean,,pilot_v0.3,right,right,10580796.0,10580953.0,-0.06340786384826301,-0.15983801809610643,neutral,neutral,neutral,neutral,True,-0.33718426868064144,0.07888451393669613,True,-0.24458647243822698,0.07036894488827541,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12324076_exp2_001_07_motor_dual_plan6_20260819_221111,12324076,motor-only,dual,True,only-motor-6,up,5,27,wrist,up,10594109.0,10609921.0,,,10596468.0,2359.0,,,down,False,False,,False,,,,contaminated,no_correct_wrist_action_before_next_cue,not_applicable,no_correct_wrist_action_before_next_cue,contaminated,no_correct_wrist_action_before_next_cue,pilot_v0.3,down,,,,0.07592696208246248,-0.16710953280284316,neutral,neutral,neutral,neutral,True,-0.33718426868064144,0.07888451393669613,True,-0.24458647243822698,0.07036894488827541,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12324076_exp2_001_07_motor_dual_plan6_20260819_221111,12324076,motor-only,dual,True,only-motor-6,down,6,34,wrist,down,10609921.0,10622843.0,10611640.0,1719.0,10611640.0,1719.0,10611640.0,1719.0,down,True,False,,True,,10612593.0,2672.0,clean,,complete,,clean,,pilot_v0.3,down,down,10612437.0,10612593.0,0.011152411375864854,-0.2019083841584551,neutral,neutral,neutral,neutral,True,-0.33718426868064144,0.07888451393669613,True,-0.24458647243822698,0.07036894488827541,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12324076_exp2_001_07_motor_dual_plan6_20260819_221111,12324076,motor-only,dual,True,only-motor-6,release,7,40,pinch,contact_to_open,10622843.0,,10624890.0,2047.0,10624890.0,2047.0,10624890.0,2047.0,opening,True,False,,True,True,10625562.0,2719.0,clean,,complete,,clean,,pilot_v0.3,,,,,,,,,,,,,,,,,,,,,,True,,True,contact,open,0.047866086923141815,0.08709876735614897,0.01628860699212721,0.024083568721740174,1.403461213177378,True,False,,10625406.0,,,,,6.396884672237035e-06,,,,,,,,,,,,,
