session_id,participant_id,condition,plan_id,event_name,event_position,emit_trial_number,cue_onset_ms,next_cue_onset_ms,response_source,analysis_axis,expected_excursion_direction,baseline_center,baseline_mad,excursion_threshold,pre_cue_value,value_at_onset,first_excursion_direction,first_excursion_onset_ms,first_excursion_rt_ms,first_excursion_peak_value,first_excursion_peak_delta,first_excursion_peak_ms,first_excursion_duration_ms,expected_excursion_detected,expected_excursion_onset_ms,expected_excursion_rt_ms,reversal_detected,reversal_direction,reversal_onset_ms,reversal_rt_ms,overshoot_peak_value,overshoot_peak_delta,overshoot_peak_ms,first_stable_direction,first_stable_rt_ms,stable_matches_first_excursion,response_quality,cycle_quality,quality_reason,detector_version
12324076_exp2_001_04_motor_dual_plan3_20260819_215447,12324076,motor-only,only-motor-3,contact,1,1,9584812.0,9595437.0,pinch,pinch_closure,pinch,0.26546610159989364,5.837343792147731e-05,0.053093220319978734,0.26550371931861666,0.2655513454020054,pinch,9585484.0,672.0,0.8907822159365081,0.6253161143366144,9586265.0,,True,9585484.0,672.0,False,,,,,,,pinch,641.0,True,clean,complete,,pilot_v0.3
12324076_exp2_001_04_motor_dual_plan3_20260819_215447,12324076,motor-only,only-motor-3,up,2,6,9595437.0,9610656.0,wrist,ud,up,0.034902889256283015,0.00020078190145110184,0.07875402467416451,0.03507225099602308,0.03507225099602308,down,9597781.0,2344.0,-0.5959448263580395,0.6308477156143225,9598390.0,,False,,,False,,,,,,,down,2656.0,True,contaminated,not_applicable,no_correct_wrist_action_before_next_cue,pilot_v0.3
12324076_exp2_001_04_motor_dual_plan3_20260819_215447,12324076,motor-only,only-motor-3,down,3,13,9610656.0,9626343.0,wrist,ud,down,-0.0315350892549442,0.00014324630783196096,0.09204162037640995,-0.03154251397128453,-0.03154251397128453,down,9613750.0,3094.0,-0.5812219704743093,0.5496868812193652,9614156.0,,True,9613750.0,3094.0,False,,,,,,,down,3234.0,True,clean,complete,,pilot_v0.3
12324076_exp2_001_04_motor_dual_plan3_20260819_215447,12324076,motor-only,only-motor-3,slip,4,20,9626343.0,9642203.0,pinch,pinch_closure,pinch,0.8950516574210703,0.00020129736480423155,0.05,0.8950656767437899,0.8950706996553945,pinch,9628406.0,2063.0,1.0754525817451412,0.18040092432407095,9628578.0,,True,9628406.0,2063.0,False,,,,,,,pinch,2063.0,True,clean,complete,,pilot_v0.3
12324076_exp2_001_04_motor_dual_plan3_20260819_215447,12324076,motor-only,only-motor-3,right,5,27,9642203.0,9657875.0,wrist,lr,right,0.06777108122280898,7.3679678704891e-05,0.10170775436240592,0.06798205917264886,0.06806554467012763,right,9644093.0,1890.0,-0.790655948561247,0.8584270297840559,9644578.0,,True,9644093.0,1890.0,False,,,,,,,right,2078.0,True,clean,complete,,pilot_v0.3
12324076_exp2_001_04_motor_dual_plan3_20260819_215447,12324076,motor-only,only-motor-3,up,6,34,9657875.0,9671593.0,wrist,ud,up,-0.10236942905772192,0.00012943576206553287,0.10317733954538288,-0.10253546372136135,-0.10254503383303412,down,9660875.0,3000.0,-0.396031595891545,0.29366216683382307,9661093.0,,False,,,False,,,,,,,down,3062.0,True,contaminated,not_applicable,no_correct_wrist_action_before_next_cue,pilot_v0.3
12324076_exp2_001_04_motor_dual_plan3_20260819_215447,12324076,motor-only,only-motor-3,release,7,40,9671593.0,,pinch,pinch_closure,release,0.9209318467059517,2.1194129256218996e-05,0.05,0.9209600776490227,0.92095888125599,release,9673859.0,2266.0,0.2873960475197166,0.6335357991862351,9674859.0,,True,9673859.0,2266.0,False,,,,,,,release,2266.0,True,clean,complete,,pilot_v0.3
12324076_exp2_001_05_motor_dual_plan4_20260819_215836,12324076,motor-only,only-motor-4,contact,1,1,9840000.0,9851406.0,pinch,pinch_closure,pinch,0.13457935054813014,0.00026193038781600897,0.05,0.1359538257500846,0.13634195527133472,pinch,9840765.0,765.0,0.9981827074995558,0.8636033569514256,9841656.0,,True,9840765.0,765.0,False,,,,,,,pinch,734.0,True,clean,complete,,pilot_v0.3
12324076_exp2_001_05_motor_dual_plan4_20260819_215836,12324076,motor-only,only-motor-4,right,2,6,9851406.0,9864781.0,wrist,lr,right,0.08228986661599683,0.00043347243489558207,0.09824443069578362,0.08302998888173012,0.0831841498460778,right,9853781.0,2375.0,-0.845776332395994,0.9280661990119908,9854140.0,,True,9853781.0,2375.0,False,,,,,,,right,2500.0,True,clean,complete,,pilot_v0.3
12324076_exp2_001_05_motor_dual_plan4_20260819_215836,12324076,motor-only,only-motor-4,slip,3,13,9864781.0,9880578.0,pinch,pinch_closure,pinch,0.9527329189143978,5.371327920455915e-05,0.05,0.953188029130757,0.9531593785468597,pinch,9866921.0,2140.0,1.224684381511733,0.27195146259733516,9867140.0,,True,9866921.0,2140.0,False,,,,,,,pinch,2140.0,True,clean,complete,,pilot_v0.3
12324076_exp2_001_05_motor_dual_plan4_20260819_215836,12324076,motor-only,only-motor-4,down,4,20,9880578.0,9896296.0,wrist,ud,down,-0.0486901756442738,0.0001384946396835937,0.10263453436130604,-0.04856319998983378,-0.048751127480018724,down,9882968.0,2390.0,-0.6130754824022719,0.5643853067579981,9883296.0,,True,9882968.0,2390.0,False,,,,,,,down,2484.0,True,clean,complete,,pilot_v0.3
12324076_exp2_001_05_motor_dual_plan4_20260819_215836,12324076,motor-only,only-motor-4,slip,5,27,9896296.0,9912390.0,pinch,pinch_closure,pinch,1.0471625167718124,4.6360901886366435e-05,0.05,1.0470797047787674,1.047116617382787,pinch,9899578.0,3282.0,0.9625948857782433,0.08456763099356912,9899968.0,,True,9899578.0,3282.0,False,,,,,,,pinch,2438.0,True,clean,incomplete_contact_return,no_stable_contact_reference_return_before_next_cue,pilot_v0.3
12324076_exp2_001_05_motor_dual_plan4_20260819_215836,12324076,motor-only,only-motor-4,right,6,34,9912390.0,9926125.0,wrist,lr,right,0.016020271288318556,0.00018262707956353576,0.11149834976131928,0.015865504789507358,0.01572520475121322,right,9914703.0,2313.0,-0.8357276461072086,0.8517479173955271,9915109.0,,True,9914703.0,2313.0,False,,,,,,,right,2453.0,True,clean,complete,,pilot_v0.3
12324076_exp2_001_05_motor_dual_plan4_20260819_215836,12324076,motor-only,only-motor-4,release,7,40,9926125.0,,pinch,pinch_closure,release,1.0736320301140345,0.0001000372753872103,0.05,1.0735989215750434,1.0735794294601402,pinch,9927328.0,1203.0,0.2441465259214322,0.8294855041926024,9928125.0,,False,,,False,,,,,,,release,1187.0,False,clean,complete,,pilot_v0.3
12324076_exp2_001_06_motor_dual_plan5_20260819_220251,12324076,motor-only,only-motor-5,contact,1,1,10040765.0,10053203.0,pinch,pinch_closure,pinch,0.010731294299784642,0.0006612733687255054,0.05,0.012062695875264122,0.01201728574184003,pinch,10041343.0,578.0,0.7676137647924246,0.75688247049264,10044906.0,,True,10041343.0,578.0,False,,,,,,,pinch,563.0,True,clean,complete,,pilot_v0.3
