session_id,participant_id,condition,plan_id,event_name,event_position,emit_trial_number,response_source,expected_response,cue_onset_ms,next_cue_onset_ms,response_onset_ms,response_rt_ms,first_response_onset_ms,first_response_rt_ms,correct_response_onset_ms,correct_response_rt_ms,first_response,first_response_correct,was_corrected,correction_time_ms,eventual_correct,response_end_ms,full_cycle_ms,response_quality,response_quality_reason,cycle_quality,cycle_quality_reason,trial_quality,quality_reason,detector_version,first_wrist_direction,correct_wrist_direction,neutral_return_ms,neutral_return_completion_ms,lr_score_at_onset,ud_score_at_onset,old_lr_class_at_onset,old_ud_class_at_onset,offline_lr_class_at_onset,offline_ud_class_at_onset,online_gate_passed,old_lr_neutral_lower,old_lr_neutral_upper,old_lr_zero_in_neutral_region,old_ud_neutral_lower,old_ud_neutral_upper,old_ud_zero_in_neutral_region,offline_neutral_centered_gate_passed,lr_neutral_centered_sanity_passed,ud_neutral_centered_sanity_passed,pre_existing_response_at_cue,baseline_closure,baseline_closure_mad,baseline_stability,pinch_onset_ms,pinch_rt_ms,pinch_detected,peak_closure,peak_closure_delta,peak_time_ms,release_onset_ms,release_completion_ms,release_drop,release_detected,return_to_precue_baseline_ms,return_to_precue_baseline_completion_ms,returned_to_precue_baseline
pinch_haptic_1back_20260814_113447,,matrix-only,only-matrix-3,release,7,40,,,849500.0,,,,,,,,,,,,,,,not_scored,no_s_r_mapping_defined,not_scored,no_s_r_mapping_defined,not_scored,no_s_r_mapping_defined,pilot_v0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinch_haptic_1back_20260814_113756,,matrix-only,only-matrix-4,contact,1,1,,,954531.0,966890.0,,,,,,,,,,,,,,not_scored,no_s_r_mapping_defined,not_scored,no_s_r_mapping_defined,not_scored,no_s_r_mapping_defined,pilot_v0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinch_haptic_1back_20260814_113756,,matrix-only,only-matrix-4,right,2,7,wrist,right,966890.0,980234.0,967937.0,1047.0,967937.0,1047.0,967937.0,1047.0,right,True,False,,True,968734.0,1844.0,clean,,complete,,clean,,pilot_v0.2,right,right,968578.0,968734.0,0.009959454458430023,-0.01588114633087149,neutral,neutral,neutral,neutral,True,-0.06985825668765533,0.21386783970692003,True,-0.17453963304864425,0.009831424971460473,True,True,True,True,,,,,,,,,,,,,,,,,
pinch_haptic_1back_20260814_113756,,matrix-only,only-matrix-4,slip,3,13,pinch,pinch_then_release,980234.0,995906.0,981500.0,1266.0,981500.0,1266.0,981500.0,1266.0,pinch,True,False,,True,981937.0,1703.0,clean,,complete,,clean,,pilot_v0.2,,,,,,,,,,,,,,,,,,,,,,0.4922245684318246,8.80401031514988e-05,8.80401031514988e-05,981500.0,1266.0,True,0.9541663978627479,0.4619418294309233,981687.0,981781.0,981937.0,0.17513293656529583,True,,,False
pinch_haptic_1back_20260814_113756,,matrix-only,only-matrix-4,down,4,20,wrist,down,995906.0,1011359.0,997343.0,1437.0,997343.0,1437.0,997343.0,1437.0,down,True,False,,True,998406.0,2500.0,clean,,complete,,clean,,pilot_v0.2,down,down,998250.0,998406.0,0.045026931492194,-0.018673988206313986,neutral,neutral,neutral,neutral,True,-0.06985825668765533,0.21386783970692003,True,-0.17453963304864425,0.009831424971460473,True,True,True,True,,,,,,,,,,,,,,,,,
pinch_haptic_1back_20260814_113756,,matrix-only,only-matrix-4,slip,5,27,pinch,pinch_then_release,1011359.0,1027031.0,,,,,,,,False,False,,False,,,no_pinch_increase,no_stable_closure_increase_before_next_cue,not_applicable,no_stable_closure_increase_before_next_cue,no_pinch_increase,no_stable_closure_increase_before_next_cue,pilot_v0.2,,,,,,,,,,,,,,,,,,,,,,0.5233556976733797,0.00017962616778666174,0.00017962616778666174,,,False,0.5421991832273511,0.018843485553971306,1025750.0,,,,False,,,False
pinch_haptic_1back_20260814_113756,,matrix-only,only-matrix-4,right,6,34,wrist,right,1027031.0,1040921.0,1028140.0000000001,1109.0000000001164,1028140.0000000001,1109.0000000001164,1028140.0000000001,1109.0000000001164,right,True,False,,True,1029125.0,2094.0,clean,,complete,,clean,,pilot_v0.2,right,right,1028968.0000000001,1029125.0,-0.03411760817885069,-0.00489034029553902,neutral,neutral,neutral,neutral,True,-0.06985825668765533,0.21386783970692003,True,-0.17453963304864425,0.009831424971460473,True,True,True,True,,,,,,,,,,,,,,,,,
pinch_haptic_1back_20260814_113756,,matrix-only,only-matrix-4,release,7,40,,,1040921.0,,,,,,,,,,,,,,,not_scored,no_s_r_mapping_defined,not_scored,no_s_r_mapping_defined,not_scored,no_s_r_mapping_defined,pilot_v0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinch_haptic_1back_20260814_114109,,matrix-only,only-matrix-5,contact,1,1,,,1135625.0,1148218.0,,,,,,,,,,,,,,not_scored,no_s_r_mapping_defined,not_scored,no_s_r_mapping_defined,not_scored,no_s_r_mapping_defined,pilot_v0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinch_haptic_1back_20260814_114109,,matrix-only,only-matrix-5,slip,2,7,pinch,pinch_then_release,1148218.0,1161187.0,1149484.0,1266.0,1149484.0,1266.0,1149484.0,1266.0,pinch,True,False,,True,1150031.0,1813.0,clean,,complete,,clean,,pilot_v0.2,,,,,,,,,,,,,,,,,,,,,,0.6687332510612751,7.059606523396322e-05,7.059606523396322e-05,1149484.0,1266.0,True,1.0181580672821005,0.34942481622082533,1149765.0,1149875.0,1150031.0,0.12689369999704148,True,1150406.0,1150562.0,True
pinch_haptic_1back_20260814_114109,,matrix-only,only-matrix-5,left,3,13,wrist,left,1161187.0,1177468.0,,,1162296.0,1109.0,,,down,False,False,,False,,,contaminated,no_correct_wrist_action_before_next_cue,not_applicable,no_correct_wrist_action_before_next_cue,contaminated,no_correct_wrist_action_before_next_cue,pilot_v0.2,down,,,,-0.037546088833981126,-0.03864647583859503,neutral,neutral,neutral,neutral,True,-0.16377187881439634,0.13628815087451365,True,-0.19889873487020215,0.011571164088355124,True,True,True,True,,,,,,,,,,,,,,,,,
pinch_haptic_1back_20260814_114109,,matrix-only,only-matrix-5,up,4,20,wrist,up,1177468.0,1193828.0,1178828.0,1360.0,1178828.0,1360.0,1178828.0,1360.0,up,True,False,,True,1179828.0,2360.0,clean,,complete,,clean,,pilot_v0.2,up,up,1179671.0,1179828.0,-0.21482252227094098,-0.04313901454548033,right,neutral,neutral,neutral,False,-0.16377187881439634,0.13628815087451365,True,-0.19889873487020215,0.011571164088355124,True,True,True,True,,,,,,,,,,,,,,,,,
pinch_haptic_1back_20260814_114109,,matrix-only,only-matrix-5,down,5,27,wrist,down,1193828.0,1210031.0,1195312.0,1484.0,1195312.0,1484.0,1195312.0,1484.0,down,True,False,,True,1196453.0,2625.0,clean,,complete,,clean,,pilot_v0.2,down,down,1196296.0,1196453.0,-0.11057777666700774,-0.16100894302427943,neutral,neutral,neutral,neutral,True,-0.16377187881439634,0.13628815087451365,True,-0.19889873487020215,0.011571164088355124,True,True,True,True,,,,,,,,,,,,,,,,,
pinch_haptic_1back_20260814_114109,,matrix-only,only-matrix-5,slip,6,34,pinch,pinch_then_release,1210031.0,1225281.0,1211265.0,1234.0,1211265.0,1234.0,1211265.0,1234.0,pinch,True,False,,True,1211781.0,1750.0,clean,,complete,,clean,,pilot_v0.2,,,,,,,,,,,,,,,,,,,,,,0.6337792557184204,7.482255396373816e-05,7.482255396373816e-05,1211265.0,1234.0,True,1.0122358036685721,0.3784565479501517,1211484.0,1211625.0,1211781.0,0.13270524245925708,True,1212500.0,1212656.0,True
pinch_haptic_1back_20260814_114109,,matrix-only,only-matrix-5,release,7,40,,,1225281.0,,,,,,,,,,,,,,,not_scored,no_s_r_mapping_defined,not_scored,no_s_r_mapping_defined,not_scored,no_s_r_mapping_defined,pilot_v0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinch_haptic_1back_20260814_114409,,matrix-only,only-matrix-6,contact,1,1,,,1311156.0,1326359.0,,,,,,,,,,,,,,not_scored,no_s_r_mapping_defined,not_scored,no_s_r_mapping_defined,not_scored,no_s_r_mapping_defined,pilot_v0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinch_haptic_1back_20260814_114409,,matrix-only,only-matrix-6,left,2,8,wrist,left,1326359.0,1336609.0,1327593.0,1234.0,1327593.0,1234.0,1327593.0,1234.0,left,True,False,,True,1328328.0,1969.0,clean,,complete,,clean,,pilot_v0.2,left,left,1328171.0,1328328.0,-0.013211159533200503,-0.0237412084201009,neutral,up,neutral,neutral,False,-0.08501518292368909,0.10214619903580308,True,-0.3063077881963345,-0.10158008362635118,False,True,True,True,,,,,,,,,,,,,,,,,
pinch_haptic_1back_20260814_114409,,matrix-only,only-matrix-6,left,3,13,wrist,left,1336609.0,1351968.0,1339171.0,2562.0,1339171.0,2562.0,1339171.0,2562.0,left,True,False,,True,1340093.0,3484.0,clean,,complete,,clean,,pilot_v0.2,left,left,1339937.0,1340093.0,-0.07080360891237947,-0.12199780653993622,neutral,neutral,neutral,neutral,True,-0.08501518292368909,0.10214619903580308,True,-0.3063077881963345,-0.10158008362635118,False,True,True,True,,,,,,,,,,,,,,,,,
pinch_haptic_1back_20260814_114409,,matrix-only,only-matrix-6,right,4,20,wrist,right,1351968.0,1366312.0,1352937.0,969.0,1352937.0,969.0,1352937.0,969.0,right,True,False,,True,1355375.0,3407.0,clean,,complete,,clean,,pilot_v0.2,right,right,1355218.0,1355375.0,-0.1245980255534577,-0.15235473717831288,right,neutral,neutral,neutral,False,-0.08501518292368909,0.10214619903580308,True,-0.3063077881963345,-0.10158008362635118,False,True,True,True,,,,,,,,,,,,,,,,,
pinch_haptic_1back_20260814_114409,,matrix-only,only-matrix-6,up,5,27,wrist,up,1366312.0,1382421.0,1367671.0,1359.0,1367671.0,1359.0,1367671.0,1359.0,up,True,False,,True,1368734.0,2422.0,clean,,complete,,clean,,pilot_v0.2,up,up,1368578.0,1368734.0,-0.042570331701903275,-0.19231416836968415,neutral,neutral,neutral,neutral,True,-0.08501518292368909,0.10214619903580308,True,-0.3063077881963345,-0.10158008362635118,False,True,True,True,,,,,,,,,,,,,,,,,
pinch_haptic_1back_20260814_114409,,matrix-only,only-matrix-6,down,6,34,wrist,down,1382421.0,1395671.0,,,,,,,,,False,,,,,contaminated,no_stable_wrist_action_before_next_cue,not_applicable,no_correct_wrist_action_before_next_cue,contaminated,no_stable_wrist_action_before_next_cue,pilot_v0.2,,,,,-0.13178280070862708,-0.21588403284438748,right,neutral,neutral,neutral,False,-0.08501518292368909,0.10214619903580308,True,-0.3063077881963345,-0.10158008362635118,False,True,True,True,,,,,,,,,,,,,,,,,
pinch_haptic_1back_20260814_114409,,matrix-only,only-matrix-6,release,7,40,,,1395671.0,,,,,,,,,,,,,,,not_scored,no_s_r_mapping_defined,not_scored,no_s_r_mapping_defined,not_scored,no_s_r_mapping_defined,pilot_v0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
